Title,Business Category,Body,Trip Advisor ID,Quarter,Address Line 1,Address Line 2,Town,Postcode,Longitude,Latitude,Telephone Number,Website,Email Address,Monday Opening Times,Tuesday Opening Times,Wednesday Opening Times,Thursday Opening Times,Friday Opening Times,Saturday Opening Times,Sunday Opening Times,Bank Holiday Opening Times,Facebook,Instagram,Twitter,Youtube
Fancy Dress Hut,"Shopping, Clothing","Fancy Dress Hut - Where Fun comes First
Fancy Dress Hut is just off Cornhill in Ipswich Town Centre.
""Costumes and accessories for Christmas and Nativity, Halloween, Book Day and School dress up days. Face Paints, Birthday, Hen and Baby Shower Sashes and Jokes.""
""We are stocked full with best selling quality, great value costumes and accessories but for even more choice browse our websitehttp://www.fancydresshut.com/"" ""  www.fancydresshut.comfor our next day click and collect service or even delivery to your door.""
",,Central,5 Thoroughfare,,Ipswich,IP1 1BX,1.1534185,52.0575183,01473 255933,www.fancydresshut.com,,CLOSED,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,10:00 - 17:00,CLOSED,CLOSED,https://www.facebook.com/fancydresshut/,,https://twitter.com/FANCYDRESSHUT,
Edge Hairdressing,"Health and Beauty, Hairdressers and Barbers","You can expect to leave our hair salon in Ipswich with fantastic looking hair and feeling great.   We apply all of our qualified hairdressing know-how to give you glossy, healthy, well-styled hair that suits your personality and lifestyle.  You can also expect VIP customer service from our warm, friendly and professional team. 

We won't be slaves to high fashion hairstyle fads!  Our mission is to offer enduring style for discerning men and women who care about being well groomed.  We are Goldwell hair colour experts and we follow the Goldwell philosophy of colour, with the focus on achieving and maintaining a luxurious condition.



Edge Hairdressing staff cut and style with precision and we're versatile, able to cut in a wide range of styles to suit each individual. Every cut is properly crafted and will last long after you've left the salon.



The elegant and contemporary salon at 1 St Peter's Street is a light, refreshing and vibrant space where you can look forward to some quality you time away from the stresses of a busy life.  So sit back and enjoy lashings of our freshly brewed coffee, flick through some gorgeous glossy magazines and relax in the safe hands of a team that was rated Five Star by The Good Salon Guide.",,Saints,1 St Peter's Street,,Ipswich,IP1 1XF,1.153107,52.054594,01473 287099,www.edgehairdressing.co.uk,,CLOSED,09:00 - 17:30,09:00 -17:30,09:00 - 19:00,09:00 -17:30,08:30 - 17:30,CLOSED,CLOSED,https://www.facebook.com/Edge-Hairdressing-169242826435473/,,https://twitter.com/edgeipswich,
Attwells Solicitors,"Professional Services, Financial and Legal Services","Attwells Solicitors is a full service law firm with its head office in Ipswich and brand office in St Johns Wood, London. Attwells focuses on acting for individuals and SMEs and many of its clients are interested in property. Our lawyers are encouraged to meet as many of their clients as possible. 
We demonstrate our expertise and excellent communication skills by offering new and existing clients a no charge consultation. All our team have an individual career plan focused upon their progression and we meet regularly with them to help them achieve it.
We care for our team and reward loyalty.",,Westgate,Sun Buildings,35-37 Princes Street,Ipswich,IP1 1PU,1.1513959,52.0562855,01473 229200,www.attwells.com,,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,Closed,Closed,Closed,https://www.facebook.com/AttwellsSolicitors/,,https://twitter.com/attwells,https://www.youtube.com/user/AttwellsSolicitors
Armafone,"Shopping, Electrical","Putting 'good old fashioned service' first, our team are friendly, expert and ready to help whether you need phone repairs, quality accessories or tough kit - personal or business.We bring the personal touch to an impersonal industry - from poking and prodding products (our 'does what it says on the tin' rating) to offering first hand advice and expertise on just about anything mobile related.

Military and IP rated/Tough Basic Phones, Smartphones, Cases as well as flagship mobiles, budget and designer accessories.

iTechnician approved mobile phone and tablet repairs with 12 months warranty.",#N/A,,9 St Matthew's Street,,Ipswich,IP1 3EL,1.1488948,52.059246,01473 400005,www.armafone.com,,09:00 - 17:00,08:30 - 17:00,08:30 -17:00,08:30 - 17:00,08:30 -17:00,08:00 - 23:30,CLOSED,00:00 - 09:00,https://www.facebook.com/armafone/,https://www.instagram.com/armafone/,https://twitter.com/armafone,
ECIG Wizard,"Shopping, Electrical",Retailer of electronic cigarettes and associated products and e-liquids.,,Westgate,44 Westgate Street,,Ipswich,IP1 3ED,1.1503206,52.058717,01473 805430,www.ecigwizard.com,,10:00 - 18:00,10:00 - 18:00,10:00 -18:00,10:00 - 18:00,10:00 -18:00,08:30 - 17:30,CLOSED,CLOSED,https://www.facebook.com/EcigwizardIpswich/,https://www.instagram.com/ecigwizard/,https://twitter.com/ecigwizard?lang=en-gb,
Zeebra Chic,"Shopping, Cards and Gifts, Clothing",,,Central,14 Dial Lane,,Ipswich,IP1 1DL,1.1546706,52.0573818,01473 570191,,,09:00 - 17:00,09:00 - 17:00,09:00 -17:00,09:00 - 17:00,09:00 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/ZeebraChic/,,https://twitter.com/zeebra_chic,
A Plan,"Professional Services, Financial and Legal Services","Buying Insurance has become a very impersonal experience. Call centres 'process' callers and comparison websites expect you to do all the work - you input all your information and try to make sense of all the policy terms and conditions, and if the cover doesn't meet your needs....



There is another way.



We have been providing a personal service to our 500,000 clients since the 1960s through over 70 High Street branches.



We believe in making ourselves accessible - no telephone scripts and automated call management systems, no complicated online forms to fill in and definitely no jargon filled pages of website to trawl through.



We are proud that so many of our new clients come to us from the recommendation of our existing ones.



Visit the branch today - you'll get great value.



A-Plan Insurance is a trading style of A-Plan Holdings.",,Westgate,4 Princes Street,,Ipswich,IP1 1QT,1.1522573,52.0569855,01473 557222,www.aplan.co.uk,,08:30 - 17:00,08:30 - 17:00,08:30 -17:00,08:30 - 17:00,08:30 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/A-Plan-Insurance-829198830425748/,,https://twitter.com/aplaninsurance,
Fishface,"Food and Drink, Tea Houses Coffee Shops and Cafes, Shopping, Home and Garden","Vintage & retro painted furniture pieces, upholstery & fabrics.
At our shop in Ipswich, we have regularly changing stock with a selection of vintage & retro pieces. We also sell painted furniture and offer a whole range of fabrics from Clarke & Clarke, Blendworth, Moon, Linwood, Porter Stone & Fryetts to name but a few.",8483455,Central,11 The Walk,,Ipswich,IP1 1EA,1.1537406,52.0574991,01449 710149,www.fishface.co,,09:00 - 17:00,09:00 - 17:00,09:00 -17:00,09:00 - 17:00,09:00 -17:00,09:00 - 15:00,Closed,CLOSED,https://www.facebook.com/fishfacesuffolk/,,https://twitter.com/fishfacesuffolk,
MyGo,"Professional Services, Education and Skills, Recruitment",MyGo is the UK's first employment service specifically designed to help young people find their path. We're on hand to answer any questions you might have about the options available to you. We offer practical advice and; guidance as well as skills and training support for all young people aged 16-24.,,Westgate,Fraser House,Princes Street,Ipswich,IP1 1HE,1.1486333,52.0551723,01473 226060,www.its-mygo.co.uk,,08:30 - 18:00,08:30 - 18:00,08:30 -18:00,08:30 - 18:00,08:30 -18:00,CLOSED,CLOSED,CLOSED,,,,
The Phone Workshop,"Shopping, Electrical, Professional Services, Digital","Phone accessories, repairs, unlocking and fixing of all phones and tablets.",,Central,38 Tavern Street,,Ipswich,IP1 3AP,1.1550692,52.057546,7466945944,,,09:00 - 18:00,09:00 - 18:00,09:00 -18:00,09:00 - 18:00,09:00 -18:00,CLOSED,10:00 - 17:00,10:00 - 00:00,,,,
National Citizen Service,"Professional Services, Education and Skills",National Citizen Service (NCS) is an exciting summer and school holiday programme for young people,,Westgate,24 Princes Street,,Ipswich,IP1 1RJ,1.1504327,52.0561412,01473 288980,www.ncseast.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,,,,
MIC Recruitment Services,"Professional Services, Recruitment",,,Westgate,30-32 Princes Street,,Ipswich,IP1 1RJ,1.1514389,52.0564673,01473 550770,,,08:30 - 17:30,08:30 - 17:30,08:30 -17:30,08:30 - 17:30,08:30 -17:30,CLOSED,CLOSED,CLOSED,,,,
Allen Gardiner River Cruise Restaurant,"Food and Drink, Fine Dining, Things to Do, Family Days Out, History and Heritage","Welcome to Allen Gardiner, the River Cruise Restaurant offering brunch, lunch, sunset and candlelit dinner cruises along the River Orwell from the historic Ipswich Waterfront.
Sailing all year round, including Christmas Day, the Allen Gardiner River Cruise Restaurant is designed to provide a different and exciting dining experience, for up to 12 passengers.
As the vessel cruises the calm waters of the River Orwell, they serve freshly-prepared fine foods, some dishes with a South African slant, reflecting her 70 years of service in South Africa. Allen Gardiner can accommodate special dietary requirements with prior notice. A fully stocked bar is always available, and there is a small but comprehensive wine list, including an exquisite selection of fine South African wines, imported directly by the owners Craig and Kris. 
Allen Gardiner is available for your own exclusive private charter, or individuals may book independently, sharing with other passengers.
Available cruises:
2 hr brunch cruise, 9:30 - 11:30am3 hr lunch cruise, 12:00 - 15:003 hr supper cruise, 16:00 - 19:003 hr candlelit dinner cruise, 19:30 - 22:30
At other times, we cater for cruises tailored to our customers' requirements, such as sunset cruises, happy hours and after work get-togethers , just speak to the team.",6872790,Waterfront,O Berth,Ipswich Haven Marina,Ipswich,IP3 0EA,1.157295,52.051982,01473 558712,www.allen-gardiner.co.uk,info@allen-gardiner.co.uk,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,09:30 - 22:30,https://www.facebook.com/Allen-Gardiner-River-Cruise-Restaurant-442729592534366/,https://www.instagram.com/allengardineripswich/,https://twitter.com/allengardiner1,
Terrence Higgins Trust,"Health and Beauty, Well-being","Terrence Higgins Trust Suffolk provide a range of support around sex and relationships to anyone 13 or over across Suffolk. We provide sex and relationships education for young people, training for professionals and community groups, chlamydia screening, c-card, rapid HIV testing and support for people living with or affected by HIV",,Central,3-9 Arcade Street,,Ipswich,IP1 1EX,1.1510643,52.0574802,01473 393100,www.tht.org.uk,,09:00 - 17:00,09:00 - 17:00,09:00 -09:00,09:00 - 17:00,09:00 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/TerrenceHigginsTrust,https://www.instagram.com/THTorguk/,https://twitter.com/thtorguk,
Arcade Street Tavern,"Food and Drink, Bars Clubs and Public Houses, Things to Do, Nightlife","A unique craft beer house in a beautiful historic Georgian town house in the centre of Ipswich. We have over 100 of the latest Craft beers, many are at the cutting edge of brewing from small independent breweries around the world usually stock is limited and hard to obtain so stock rotates regularly , New stock arrives weekly. We also stock small batch gins with over 35 always available.",7321047,Central,1 Arcade Street,,Ipswich,IP1 1EX,1.1516739,52.0573626,01473 805454,www.arcadetavern.co.uk,,CLOSED,11:00 - 15:00,11:00 - 23:00,11:00 - 23:00,11:00 - 00:00,11:00 - 01:00,CLOSED,CLOSED,https://www.facebook.com/arcadestreettavern/,https://www.instagram.com/arcadetavern/,https://twitter.com/arcadetavern,
W S Training,"Professional Services, Education and Skills",Providing Study Programmes for 16 to 24 year old learners,,Saints,37-43 Fore Street,,Ipswich,IP4 1JL,1.1599473,52.0541055,01473 220230,www.wstraining.co.uk,,08:30 - 17:00,08:30 - 17:00,08:30 -08:30,08:30 - 17:00,08:30 -17:00,CLOSED,CLOSED,CLOSED,,,,
Bonmarche,"Shopping, Clothing","Bonmarch e is the UK's largest womenswear value retailer catering for women over 50 years. We pride ourselves on offering quality clothing with appropriate styling, great value and in a wide range of sizes, along with outstanding customer service.",,Westgate,50-54 Westgate Street,,Ipswich,IP1 3ED,1.1498789,52.0589938,01473 289274,www.bonmarche.co.uk,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,08:00 - 16:00,10:00 - 16:00,10:00 - 00:00,https://www.facebook.com/bonmarche/,https://www.instagram.com/bonmarcheuk/,https://twitter.com/bonmarche,https://www.youtube.com/user/BonmarcheVideos
Topsail Charters,"Things to Do, Family Days Out","Sailing Barge Cruises from Ipswich on board Thistle and Hydrogen. 
Private Hire and Public Cruises.
Up to 50 guests for a relaxed and memorable river sail from Ipswich Waterfront.  Ideal as a venue for a special birthday or anniversary, wedding reception, group outing or corporate event.  Choose from a selection of menus from our in-house catering company, using fresh local produce made on board and served by our friendly team.
Individuals can choose from a variety of river trips including lunch sails, history cruise, Pin Mill Barge Race, birdwatching cruises and day sails into the Stour.
2015 Tourism Award Winner for Best Small Attraction.
Topsail Charters also offer sailing barge cruises from Harwich, Brightlingsea, Maldon, Gravesend and London.",8454408,Waterfront,Ipswich Waterfront,,Ipswich,IP4 1FH,,,01621 857567,http://www.top-sail.co.uk/,,09:30 - 16:00,09:30 - 16:00,09:30 -16:00,09:30 - 16:00,09:30 -15:00,CLOSED,CLOSED,CLOSED,,,,
Salthouse Harbour Eaterie,"Food and Drink, Fine Dining","The waterfront Eaterie at the Salthouse Harbour Hotel provides the perfect setting for breakfast, lunch or dinner. Pop in and join us for pre-dinner drinks in the Salthouse lounge and pick out a comfy seat, or stretch out on a sofa in our window and relax in the tranquil marina setting.

Soak up the views across the marina and indulge in a tantalising selection of delicious culinary treats from our award winning kitchen, serving predominately British cuisine from fresh locally sourced produce. Each dish is created with passion and energy and each with a curious yet wonderful twist. 

With a fabulous selection of fine wines to suit, its a must for people who appreciate great taste. Its a beautiful place to meet up with friends, whatever time of year and at night the waterfront has a magnetic charm making a special venue for all to enjoy.",814143,Waterfront,1 Neptune Quay,,Ipswich,IP4 1AS,1.160174,52.052768,01473 226789,www.salthouseharbour.co.uk,,07:00 - 21:45,07:00 - 21:45,07:00 -21:45,07:00 - 21:45,07:00 -21:45,12:00 - 23:00,08:00 - 21:45,08:00 - 00:00,https://www.facebook.com/SalthouseHarbourHotelIpswich,https://www.instagram.com/salthouse_hotel,https://twitter.com/SalthouseHotel,https://www.youtube.com/watch?v=IhLu_knBY6s
Anytime Fitness Ipswich,"Health and Beauty, Fitness","Anytime Fitness is the first 24hour, 7 day a week gym in Ipswich.

We are part of a global franchise group of over 2700 gyms across the world - you can join one and be a member of them all.

We are a high quality gym with industry leading equipment and staff. The gym has cardio machines, free weights, fixed resistance and a studio that is trainer led and virtual classes.

The gym is open 24 HOURS A DAY

",,Waterfront,6 Regatta Quay,The Waterfront,Ipswich,IP4 1FH,1.1582999,52.0526747,01473 760707,www.anytimefitness.co.uk/gyms/UK-0125/ipswich-england-ip4-1fh,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:30 - 17:30,CLOSED,00:00 - 10:30,https://www.facebook.com/anytimefitnessuk,,https://twitter.com/AnytimeFitUK,https://www.youtube.com/user/AnytimeFitnessUK
Countywide Properties,"Professional Services, Estate Agents","Countywide Properties Chartered Surveyors and Estate Agents is an independent family run company established in 1999 with the main principal having over 40 years experience in all aspects of the Ipswich and East Anglian property market. We provide a comprehensive property service to all our clients and customers, including:



    Residential and; commercial estate agency.

    

    

    Residential and; commercial property valuations for sale, mortgage/secured lending, probate, capital gains tax and building insurance.

    

    

    Property appraisals for sales and lettings.

    

    

    Property management, let only and tenant find services.

    

    

    Rent and legal protection.

    

    

    Rent reviews, lease renewals and schedules of condition and dilapidation's.

    

",,Saints,4 Fore Street,,Ipswich,IP4 1JS,1.1593324,52.0551375,01473 219810,www.countywideproperties.co.uk,,08:30 - 18:00,08:30 - 18:00,08:30 -08:30,08:30 - 18:00,08:30 -18:00,09:00 - 18:00,CLOSED,00:00 - 10:30,,,,
